title,place,paranormal_type,description,source_url
Nursing Home Encounters,"Michigan, United States",Poltergeists / Physical Manifestations,"You are here: Real Ghost Stories :: Poltergeists / Physical Manifestations :: Nursing Home Encounters

I started working in an assisted living facility in June of 2004. I worked the 2nd shift, 2-10pm. There were two units in the 40 bed facility. Unit one was for patients who needed assistance with their everyday needs. Unit two was the unit that I worked all the time, the Alzheimer's/Dementia unit.

Most nights, I would be assigned to the until alone. At the time, there were only ten rooms filled out of the twenty rooms total. A year had passed and more patients moved into the facility. Staffing grew, and on most days, there were two staff members assigned to both units. During a three month period, we were short staffed, and I was working the unit alone. This never bothered me.

The building at the time was only a few years old, but many deaths had occurred since the opening of the facility. Working alone, you would always catch a glimpse of something moving out of the corner of your eye. Lights would be on in rooms that were unoccupied. The call light system, which sounded an alarm in the nurses station when a patient needed help, would go off in rooms that were unoccupied. These were normal occurrences, that didn't bother me.

On one particular night, I was assigned to the unit alone. This was nothing new to me, and I just accepted it, and went about my duties. In one room in general, the lights came on several times over the night. I would always go in, and shut them off. After multiple times of this, I just ignored them.

After a couple of hours past without me shutting the lights off, the call lights went off in the room. I went in, and shut them all off. After that, they all went off again, this time, I was getting a little bit scared. I walked over to the other unit, and told them about what was happening. Two other staff members and myself walked down to the room, and shut everything off. My co-worker announced to whomever was doing this, to stop immediately. My co-workers went about their duties on the other unit.

An hour before my shift was up, I was standing in the nurses station drawing up insulin for a 9pm dose for a patient. The call light went off, and assuming it was someone who needed help, I finished drawing up the insulin, and turned around to see which room had pulled the cord. To my surprise, it was room number 126, the same room that had been pulling it all night long. I called over to the other unit, and the same two staff members came over, and together, we walked down to the room to turn the lights off for what we hoped to be the last time that night.

When we entered the room, it felt at least 20 degrees colder. We walked into the living area, shut the call light off, followed by the bedroom, and the bathroom. When we turned around, we noticed that all of the cupboard doors in the kitchen were being swung open. This caused my co-workers to scream, and we all ran from the room. The administrator of the building was called, and she in return, called the owner of the building, and he said that it was all a part of our imagination.

A couple nights had passed, and still, lights went on and off spontaneously in the room. One night in particular, a patient was walking up and down the hallway, acting very agitated. I noticed her walking to the end of the hallway, and peering into the window of the room that had all of the oddities happening. When asked why she was staring into the room, she turned to me, and in a cold voice, stated she wanted to join in on the party. This woman had Alzheimer's Disease, so she could not have known what was happening whatsoever.

That same night, during shift change, we had a total of six staff members doing rounds, checking on every patient to make sure they were okay. While in the hallway of 126, we started feeling a strange vibration coming from the floor. The building was fairly new, and the flooring underneath the carpeting, was cement. We found it odd to feel such a vibration. As we continued to get closer to room 126, we noticed the vibration was turning more into a shaking type of feeling. The pictures on the walls were rattling, and the signs next to the door containing patient's names, were also rattling. It felt as if there was a minor earthquake, which is impossible in Michigan. As soon as the door to 129 was opened, which is the room number of the woman who stated she wanted to join in on the party, the rambling stopped.

This event was enough to make the six of us want to quit. Our administrator took it upon herself to call a local church who came in and blessed the room. A bible was placed in the room, and even though this all took place, strange occurrences have also been happening. Televisions will turn on, radios will turn on, and the bible will now even close on its own.

There is no explanation to why these things are happening, but we do know that the spirits in the building are very much alive.

Find ghost hunters and paranormal investigators from Michigan

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Justin Battle, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Nursing Home Encounters is copyrighted to Justin Battle. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2764
My Baby Brother,"Arkansas, United States",Family / Friends Visits,"You are here: Real Ghost Stories :: Family / Friends Visits :: My Baby Brother

T o give a little background of what I'm fixing to say, my little brother ""john"" contracted meningitis when he was 16 months old. The doctors had said he had the cold and sent him home regardless of what my mother was trying to tell them. Within 24 hours he was in the hospital and pronounced brain-dead.

To make a long story short... I was really regretful that I didn't get to know him like my other siblings due to the fact that I haven't spoken to my family in 2 years, which at the time before he passed, I only seen john a few times, and baby sit him. So I was deeply grieved, and felt guilty that I wasn't their for him. I shouldn't have let my bad communication with my mother affect my relationships with my siblings. All 9 of them.

Since the time he got taken off life support, I was very depressed, and asked God how he's doing, and I said I just want to talk to him, and let him know how I feel, and etc.

Well one day, about a week after his funeral, I got home from dropping my daughter off at school, and my son made a big mess of the refrigerator (3 y/o) and I was very irritated with him, so I sent him to his room. I went to my room afterwards and laid down, I don't remember going to sleep, I was laying their, then all of a sudden I felt a heavy pressure on my chest, then it was like I was watching a film clip of my brother playing with his cars and he was looking at me and grinning, he was in his diaper, just doing baby stuff but it seemed as though he was looking at me.

I started crying telling him that I was sorry I wasn't there, and that I loved him, and asked him to forgive me, then I felt as though he told me he loved me and not to cry anymore. Then it was over like that.

I felt God really has answered my pleas, and let me make my peace with him. My brother. Ever since then my guilt has been gone, but I told my mother about this, and she asked what he was wearing, and I told her the cars he had, she said those were his favorite cars. The clothes he had on, were the clothes he used to wear.

Find ghost hunters and paranormal investigators from Arkansas

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, n8tivegirl, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story My Baby Brother is copyrighted to n8tivegirl. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2765
Possessed Cat,"Nevada, United States",Pets / Animals,"You are here: Real Ghost Stories :: Pets / Animals :: Possessed Cat

I 'm about to tell you all something that happened which I believe to be my very first ghost experience. It happened about 2 weeks after I started 3rd grade and will always be a part of my memory...

The day had started out abnormal in itself. I had been feeling strangely suffocated, as if I was in a huge crowd, even though my house was never stuffy, and neither was the school since it was newly built. Not only did I feel suffocated, but my mind had felt empty in itself... As if some veil had been uncovered from within, but nothing special seemed to happen the night before.

It was only until after school that I had noticed strange things. A dog I could only see through my right eye, glimpses of people never seen before from the corner of my eye. Everything seemed like there was a new world now. The only thing that I felt mainly odd about was that I could only catch these glimpses through my right eye. Even when I turned around from feeling a presence I wouldn't notice exactly what it was until I saw it from the right side.

About an hour before dinner, me and my little brother, Spencer, were having a drawing contest in the dining room while our parents watched TV in the living room. We had a dog named Toya and a cat named Shadow. While me and Spencer were drawing monsters, we both heard scurrying paws and clacking nails on the floor in the direction of the kitchen, but when we looked over, there was nothing there.

We searched around for Shadow to see if it was her, even shouted for our parents to help, but the second we shouted, one of the dining room tables moved a few feet. Now, our dog was outside playing with the quail in the backyard, and our parents had just yelled back saying Shadow was on our dad's lap, so me and spencer panicked and ran over to our parents, saying something was in the kitchen.

Our mom came with us back and searched for whatever it was, but didn't find anything. Except me... Who had been catching glimpses of something dark in the corner of my eye every so often in the corner of areas. Normally I'd think they were just shadows, but they seemed denser, and more mobile than a shadow would be in mid-afternoon. After a bit of searching, we gave up and headed to the living room to watch TV while dad cooked.

Later that night after dinner, Shadow had been sleeping in my lap as I watched some cartoons. Every once in a while, there were sounds of purring and mewing that I heard coming from nearby, but not from my cat. Soon after the purrs and mews, they slowly turned to hisses and yowls coming from behind me. The only thing that kept me from jumping off the chair and running to dad was the fact that everyone in the house was with me, but they never heard a thing. My brother had been asleep on the couch as well.

Finally, heading to bed, me and spencer started talking about what the chair could've been. Joking that it was one of our drawings coming to life and jumping back into the paper. But when I told him about the hissing and yowling, spencer seemed almost too scared to turn off the lights in the room to sleep. At last, we were forced into bed and our dad shut the light off.

I was unable to sleep though... Not because of the previous encounter, but because I was thinking about how cramped it seemed. As if I was supposed to make room for someone, I scooted towards the wall side of my bed.

After hours, I had finally gotten to the point where I was dozing off. But one thing stopped me from falling asleep... It was purring. Even though I knew it was Shadow under spencer's bed, I felt uneasy about the purring. It was louder than usual. Suddenly, my heart jumped at the sound of gargling and snarling. A sound that seemed as if my cat had been choked and force-fed something at the same time. I jolted up to see what was wrong with Shadow, but immediately regretted it as I stared at my black cat's glaring, green eyes and her bared fangs as she hissed and snarled at me. She was still at the foot of my brother's bed though, which was the opposite side of the room. But all I could do was stare...

Suddenly, the cat leapt at my bed and bore her claws, and my reaction was to grab my pillow and cover myself with it. All I knew to do was scream and yell as my cat slashed and tore at the pillow, trying to get through it to me. Even though I was being attacked, I was unable to strike back and defend myself... For it was my dearest friend in the world.

After a few minutes of yelling, I heard footsteps coming to the door. My dad burst in and turned on the lights. The second the lights turned on, everything stopped. My cat suddenly collapsed and I noticed spencer sitting up in horror staring at the now limp cat. I had never been so scared, and apparently, our cat had never done anything even remotely close to showing any signs of anger in the past. At least that's what I'm told.

I still have a scar from where her claws dug into my arm from a lucky strike. The reason I say this is a ghost experience, is because I believe my cat was possessed. The moment the lights turned on, I had caught a peculiar sight of what seemed like dark mist seeping out of Shadow's fur. It seemed more than the imagination though. The mist seemed to hover over her body before fading into the light which had been on for at least 45 seconds throughout the scene.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Rusegarn, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Possessed Cat is copyrighted to Rusegarn. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2766
Anima 2,Greece,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Anima 2

I t was early one Sunday afternoon and since it was our day off, which meant that Anima was also closed, I decided to take advantage of the huge back garden and the sunshine and took my four dogs (3 boxers and a tiny greek breed) and headed down to the bar which is just two blocks away. My four-legged companions and me were in a pretty good mood that day since they knew they would have a huge garden to explore and I would be enjoying my afternoon coffee watching them play.

I decided to enter through the garden-gate since we had cleaned the bar after last night's party and I didn't want the dogs scratching the well-polished wooden floors. When inside the garden, I was prepared for my dogs' usual playful charges (they chase one another around the garden, jump over bushes, even climb a few of the smaller trees) but, instead, they gathered in front of the back door leading to the inner bar. They seemed quite nervous sniffing the air and Fatima (my very protective female boxer) attempted to prevent me from opening the back door. I got a little tensed thinking that they smelled something I couldn't see but soon discarded it as being nothing but the noise from the busy road at the front of the bar. And yet, I let the dogs in with me, just to be on the safe side, completely indifferent towards the wooden floors and the agitated cleaning lady.

I was inside the bar now and, despite the dogs' reactions (they ran around sniffing every corner as well as the air) I could see nothing out of place. The bar was empty, clean and tidy, if one ignored the smell of cigarettes from the previous night. I opened all the windows to let some fresh air in and headed inside the stone-built bar to make me a cup of coffee. As I went inside the kitchen to get a mug, I noticed a number of glasses and other china piled up neatly on the table and I hurried to put them back on their shelves before my husband saw them since I assumed the cleaning lady had forgotten to do so.

I was now sitting in the garden under one of the Arabic tents (a favourite spot for the customers) and was wondering why my dogs, instead of having the time of their lives, were laying at my feet. A few minutes afterwards, my father called to inform me he was coming to join us so I ran back inside to make him a cup of coffee too. I closed the door behind me this time letting the dogs out and as I walked on to the inner bar, I thought I heard one of the toilets flushing as if someone was using it. At that, I felt cold sweat running down my face and my hands started trembling. I was certain I was alone in the bar and I wasn't willing to check that one out! Just to make things worse, the dogs were now right outside the door barking their hearts out and, loosing my courage, I fled out into the garden.

When dad arrived, he instantly asked me what was wrong. ""You're as white as a sheet. Are you alright?""

Of course I wasn't willing to tell my ""logical"" father about the noise. I just told him I was tired and went back inside to make him coffee but making sure to keep speaking to him at the same time and, as you might have guessed, I lured him in.

The rest of the afternoon passed more joyfully with my dad playing around with my dogs and my husband, who had come to join us but my mind was still clinging to the previous events.

The next morning I received a call from the cook who had gone to Anima to fill the fridge with some shopping. She was really upset with the cleaning lady who hadn't even bothered to put the dishes and glasses onto the shelves Saturday night. She told me that it wasn't her responsibility to do that but that she would gladly do it only this once just because of me.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, rhodes68, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Anima 2 is copyrighted to rhodes68. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2767
George's Home,United Kingdom,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: George's Home

I t's been more than 10 years since I stayed at the cottage in England. Me and my family went on holiday down in England to visit a theme park called Alton Towers, we rented a cottage out for the weekend, I think it was in a place called Leith. There were over 10 of us staying here including my dog.

When we first got to the cottage, we got a tour of it, then the owner left. There was a guest book for people to write comments about what they thought of their stay at the cottage, we had a look and a lot of the guests said they experienced strange things happening and that there was a ghost called George. We did not think anything of it, we thought it was just a joke for the guests.

The first night my parents and my uncle were out at the cinema leaving me, my auntie and my brother. My brother and I were asleep when they came back. When they came in the house they could see my Auntie was very scared, she told them she heard people running down the halls, at first she thought it was my brother and I but she checked and we were fast asleep.

As she was telling them what happened they heard a big bang upstairs and thought one of us had just falling out of bed, my dad checked on us but we were still fast asleep, all of a sudden all the doors upstairs started banging, my dad ran down stairs but had to go back for us.

The next day we thought nothing of it, and headed to the theme park.

When we got back were all out in the garden, and my dad was in one of the rooms in the house and saw one of the doors opening and said ""Who's there"" no one answered so my dad started shouting ""Come on then George show yourself"" After the door just started banging!

Some other things happened to such as carpets being flipped over when we woke up and TV's going on, on their own.

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, haslam, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story George's Home is copyrighted to haslam. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2768
Grandparents' Haunted House,"Indiana, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Grandparents' Haunted House

M y grandpa's house is haunted. Someone who killed himself used to live there. One time we were there for my grandpa's 50th birthday and everyone was downstairs and we heard a doors slam upstairs. We all went up there and all three doors were lying on the floor. This happens repeatedly. The dog will stand at the bottom of the stairs during the day and will just stare at the top. During the night the dog will go nowhere near the stairs and will bite if you try taking it upstairs.

On Christmas day one year we were eating Christmas dinner and my Uncle looked into the living room where the Christmas tree was and it started shaking back and fourth. He had my step grandma look at it to and she saw it too, so he knew he wasn't just seeing things.

One time grandpa and step grandma were out of town for a week so my aunt came over to watch the house and to take care of the dog. She went near the stairs and felt an evil thing near. She went to get a glass of water and felt something behind her. When she turned around she saw a ghost. She ran, grabbed the dog, and left. She refuses to go to the house.

Our family does not like the house whatsoever. Grandpa and step grandma do not mind living there. They said after all the years living in the house they have gotten used to it.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, sarasaradg, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Grandparents' Haunted House is copyrighted to sarasaradg. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2770
The Little Shadow Boy,Poland,Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: The Little Shadow Boy

I live in Poland and have been living here for about 2 years now. In october my best friend made a birthday party and invited me to it. I decided to ride a bus to her house. The buses here in Poland are all different and I personally like the new ones.

So I took a bus and stood in the very front where there's big windows where you can see out. I stood there as the buses stopped here and there. Then the bus stopped on one stop and in front of the bus was this side walk where there's white lines on the ground. I was bored and staring out of the windows when I saw a weird sight. I saw a small boy dressed in a t-shirt and shorts. He seemed kind of of black, a bit like a shadow. Also he was on the white lines apparently jumping on them. (Thank goodness there was no cars passing through) I was watching the boy and got interrupted when an old lady got in. Once the old lady was seated I paid attention back to where the boy was but he was gone. I still remember what a strange sight it was. Plus it was a cold day and everyone was wearing jackets you know? He still haunts my mind.

If anyone has advice on what I might've saw can they comment please? It could've been my imagination but I don't think so... It felt real but weird.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, Sany21, has the following expectation about your feedback: I will participate in the discussion and I need help with what I have experienced.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Little Shadow Boy is copyrighted to Sany21. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2771
A Few Family Ghost Stories,"Michigan, United States",Misc,"You are here: Real Ghost Stories :: Misc :: A Few Family Ghost Stories

W hen my mom and aunt were children in the 1950s, my aunt was taking piano lessons and learning to play a particular song. At that time, both parents were working so my mom and aunt were alone for a few hours after school. One day, when my mom and aunt got home from school, they had just opened the door to the house when my aunt freaked out and started crying.

She claimed to hear the song she was learning being played on the piano in the, as of yet, empty house. My mom didn't hear it, but told my aunt that maybe she was hearing it because she was anticipating playing it.

My grandfather died of a heart attack in 1984 when I was six years old. My mom told me that a few days after he died, my grandmother received a phone call that was just static on the other end. We think it was my grandfather.

A few years ago in 2003, my mom was at home alone (in our present house) when she said a glass in one of the cupboards spontaneously exploded, sending glass shards flying all over the place. It was true because we were finding shards all over the place even a few weeks later.

My mom also has a violin that she plays and a couple of times, I've heard it play a note while it's shut up in its case. My dad says he has also heard it.

One time, I was home alone when I heard clunking and scratching sounds coming from our basement. No, I did NOT go down to investigate!

Find ghost hunters and paranormal investigators from Michigan

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, SilverWolf77, has the following expectation about your feedback: I will read the comments but I won't participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story A Few Family Ghost Stories is copyrighted to SilverWolf77. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2772
The Lady Upstairs,"Connecticut, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Lady Upstairs

W hen I was younger every weekend I would sleep over my grandmothers house. I would sleep in the living room on the floor across from the wall where the stairs were. Now you couldn't see the stairs they were blocked by the wall. I'm not the only one to have experienced what I'm about to write. My cousins have all had the same thing happen to them when they slept over.

I would be asleep and awaken to my grandfather's grandfather clock going off, it went off every hour but the only time it would wake me up was at midnight. I'd roll over as it was going off and I could see a white light come from the stairs. I would pull my blanket up so that only my eyes were peeking out and watch and every time it happened the same way. The light would get closer as it came down the stairs until it turned the corner and, as it turned the corner, it would fade away. That's all it ever did, it was scary when it was happening but nothing bad ever happened.

Now the story is called the lady upstairs but to be honest I don't know if it was a lady. I guess it just kind of felt like a woman, the white light resembling a dress to me. And one night I had a dream that I still remember vividly. I woke up to the light in my dream but this time I went up the stairs and as I was walking up, the ""lady"" leaned over the banister and started screaming at me. I woke up after that and assumed the light was this lady. I would also wake up sometimes and it would feel like my hand was being held, I couldn't see anything it just felt like pressure on my hand the way it would feel if someone was holding it.

So that's my story, it's not very scary but it happened. And I have a question, I would like to ask the more experienced readers. My cousin died in nov. and my uncle says he can still feel her presence. I haven't felt it, I want to and I pray that she will come to me just so I can see her one last time, I know its selfish of me if she's already moved on but the last time I saw her was a year before her death and I was wondering if there's anyway to get her to come to me.

I know a lot of the experiences on here are random and they're just there. But is there anyway to actually bring her here? I have already tried the Ouija board and it didn't work at all for me. Please help?

Find ghost hunters and paranormal investigators from Connecticut

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, shyjoni, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Lady Upstairs is copyrighted to shyjoni. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2773
A Ouija a Day Doesn't Keep the Demons Away,"Missouri, United States",Ouija Board / Seances,"You are here: Real Ghost Stories :: Ouija Board / Seances :: A Ouija a Day Doesn't Keep the Demons Away

T his story happened to my grandmother. Picture it, mid 1960s. Every novelty store had a strange game called Ouija Board. It was considered good fun to use one. In fact, it became the party tradition for a group of friends. Almost everyday, a party would be held at one person's house to play ouija board. They didn't think of the consequences of using the board. Why would they? It was only a game.

Then one late Friday night, a newcomer came to the party. Twenty people gathered around the table to show this woman what fun they would have with the ouija board. My grandmother was the leader though. She knew the ouija board better than anyone there. She volunteered to play with this newcomer.  All throughout the night, they played the ouija board. They thought it was an innocent game until weird things started happening.

The doors and windows were opening by themselves. Things were thrown against the wall. They all thought it was a joke. They thought one of the party goers had set up this elaborate joke. But it wasn't a joke. They asked who was in charge of the ouija board. The board spelled out S-A-T-A-N. Everyone's expression was blank. They realized it wasn't a joke. Nothing happened after that.

Find ghost hunters and paranormal investigators from Missouri

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting. The author, nimrod, has the following expectation about your feedback: I will read the comments and participate in the discussion.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story A Ouija a Day Doesn't Keep the Demons Away is copyrighted to nimrod. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=2774
