title,place,paranormal_type,description,source_url
Two Chances,Canada,Family / Friends Visits,"You are here: Real Ghost Stories :: Family / Friends Visits :: Two Chances

W hen my brother was around the age of 6, he was afraid of nothing. One night, my uncle Jack had died. He never had the chance to say goodbye since he was in a car accident. One night, 2 weeks after my uncle jack's death, my brother was getting ready to bed with no worry. Finally, it was around 2:00 am and he had already been asleep for a long time. He woke up to see some man sitting down on stairs, the man was just sitting there, looking straight at him. Since my brother wasn't scared of anything, he just went back to sleep. In the morning, he asked my dad ""who was that man sitting on the stairs last night?"" My dad got all worried thinking it was a robber or something, he asked ""what did this man look like?"" My brother said it was really dark, but he had a lot of hair on his face and sort of long hair. It turned out that my uncle jack was the same description of this man.

Another time, when my parents had family over, the spoon kept falling out of the bowl. They said ""no worries, it's just our ghost"". My aunt is a psychic and said ""you know you have a ghost?"" and my parents said ""yes we do"". Well, when I came in the door, I saw this man at the top of the stairs waiting for me. Also, while the spoon was failing out of the bowl, I saw this lady standing beside our grandmother (there was this picture of my Great Grandmother above her). The psychic said the person looks just like the person in that picture.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Two Chances is copyrighted to Kelsey. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=730
Numerous Encounters,Mexico,Old Hags / Night Attacks / Sleep Paralysis,"You are here: Real Ghost Stories :: Old Hags / Night Attacks / Sleep Paralysis :: Numerous Encounters

W hen I lived in mexico, I was constantly hearing and seeing many supernatural things. I was not as scared as I am now, but it was the worst and the best part in my life. When I was 16 years old and I heard a lady's voice saying my name while my body reached the state of sleep paralysis, I couldn't do anything, I tried to move, but I couldn't even open my eyes, I was trying to figure out if it was maybe my mom, but then it grabbed me by both ankles and moved me straight on my side and she laid down beside me.  tried to move my lips to speak but I just babbled a bit, then words finally came out ""are... you my... mom?"" I prayed and kept praying, then I could finally open my eyes, but I knew it she left. I suddenly heard the laughing voice of my mom at the neighbors and by then, I knew it couldn't have been her.

The ghost lady still stayed in the same house I lived in, but she started to become a bother to my mom, and my mother would constantly say a barrel full of curses and the women got mad and she kept continuously throwing my mother off the bed or tripping her. I always heard my mom tell about it to my dad but he would never believe what she'd say.

Once she made it clear to him. One day in november 20th, there would always be a festival at my town and my father told me and my mom to go and he'd pick us up when it would end. In the middle of a dance, when I saw my dad and when I was finished, I asked if it was time to go, but he answered ""no, we'll stay until it's over"".

When we got home, he told me and my mother what happened. When he was in bed for a little rest, he felt something moving the bed and he thought it was a animal, but then he looked down and he saw nothing and he fled like there was no tomorrow. Me and my mom were a bit surprised but at last, he believed us.

Now I'm a mother of two children and I still remember what happened and now I'm relieved it's over.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Numerous Encounters is copyrighted to Hortencia. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=731
The Boy in the Delivery Room,Philippines,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Boy in the Delivery Room

I remembered the first and last time I saw a ghost when I was in 4th grade. It was very terrifying, when a chubby girl wearing black dress and waving a black handkerchief was floating right in front of me at the kindergarten room of our school. It was my first and last time I saw one, beyond what my eyes can see. But hearing unusual voices and caresses of weird wind never stopped until I reach in my present age. It always made me feel goosebumps! Though, I'm trying to ignore it.

I'm in 3rd year BS Nursing right now and we are already having our practicum in the delivery room. I never heard such ghostly stories before in that area of a certain hospital (I will not mention the hospital's name for privacy). It was my first time then to have my practicum at the delivery room and our shift is from 11 pm until 7 am on the next day. We only had 2 patients in the labor room that time. At 1 am one of the patients gave birth, and right after the delivery, she was transferred in to her desired room at the ward. So me, with my co-nursing students, would remain in our area and monitor the patient left in the labor room. Everybody was tired, of course, including the staffs and a few minutes after the delivery, everyone seemed to fall asleep. I was the one left awake, cleaning the Kelly pad and whatsoever DR instruments.

I felt weird at that time and was uncomfortable doing my task, but I just ignore it. While cleaning the instruments, I felt somebody walking behind me. I thought it was one of my classmates so I turned around and tried to approach something, but when I turned, nobody was there, only a gust of wind that passed through me. ""Gosh! That's weird!"" I told myself. Well, I still continued what I was doing.

Later, I felt sleepy too. It was already 2:30 am in the morning, I walked into the labor room to check the parturient vital signs and I sat on the chair at the corner of the door, near to one of the beds in the labor room. I closed my eyes and leaned my head on the wall. Suddenly, something tried to wake me up. I slowly opened my eyes and I saw someone pacing along the labor room. I thought it was the staff nurse giving medicine to the patient but it wasn't. The figure was smaller than the size of an adult. I tried to figure it out who is she or he could be. When my vision seemed clear, I saw a little boy. It was a little boy even though he was not facing at me. He was jumping and jumping at the other corner of the labor room. I wondered how this little boy got inside.

I tried to stand up and ask him but I couldn't move. Even my fingers couldn't move and no words would come out in my mouth. I told myself ""this is not normal anymore, that little boy in white shirt could not be like me. He could be others"". My heart beats very fast and I don't have any idea what to do. Everybody is still sleeping and I can't even cry for help because I can't speak. Again, I felt goosebumps and another weird gust of wind passed through me that made me feel cold and chilly. I said ""calm down Jessa, calm down, pray, pray, pray..."", and so I did. Then everything shut down after my last prayer.

I heard voices around me. I slowly opened my eyes then I saw some of my classmates were awake and they were monitoring the patient. I looked at my wrist watch and it was 5 am. That was so weird and scary. I tried not to tell anyone until 7 am. I asked my classmates if they felt something that's not right in the delivery room, well, half of them said that they had and other half noticed nothing.

Weeks passed, we returned in the delivery room for our next concept. We're on the afternoon shift and lucky for us, we don't have any patients to monitor in the labor room. So our clinical instructress discussed something related to our concept and the discussion switched into some ghostly stories. I kept my mouth shut and tried not to tell any one about what I had experienced during my last duty. And one of my classmates talked about some ghostly stories about the area that she heard from other students. She heard that there's a spirit of a little boy playing along the labor room. As well as my clinical instructress, she opened to us about her personal experiences in the labor room.

Find ghost hunters and paranormal investigators from Philippines

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Boy in the Delivery Room is copyrighted to jessa. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=732
Our Cat General,"Colorado, United States",Pets / Animals,"You are here: Real Ghost Stories :: Pets / Animals :: Our Cat General

I t happened one night when I was in Montana visiting my Aunt and my Cousin. My mom had called me to tell me that our cat General had just died. I was devastated. A week later, when I arrived back home in Colorado, I was sitting in my living room watching TV when I heard this familiar scratching noise. General used to make this noise all the time. So I was curious and I stood up and looked in the kitchen. There he was. It was like he was not even dead. He looked alive and actually there. Like you could go pet him. So as curious as I was, I got up and went over into my kitchen. Then he was gone. I never told anyone about it that night.

That was until my mom kept complaining of some weird scratching noise at her door at 3 o'clock every morning. At first, she thought it was either me or my Twin brother. That was until one weekend, we were up staying at our dad's house, like we did every other weekend, when she heard it again. At that moment, she new that something was in our house. At first she thought we might have mice. And then she thought twice about that, considering it was winter and they weren't out at that time.

The night I came back from my dad's house, my mom and I were sitting on the couch watching a movie when she suddenly jumped up and looked into the kitchen. I didn't think much of it until she starting yelling ""BREE. IT'S...ITS... G...GENERAL... H...HE'S IN... IN THE K...KITCHEN"", that's when I knew she had seen him to and that it just wasn't me.

After 3 years of seeing him on and off, he just suddenly stopped showing up. Like he had moved on or something. We just recently moved to California about 8 months ago and just bought a new house about a week ago. There is no sign of him yet... But my mom and I both have some crazy idea going threw our heads that he will show up here... He will.

Find ghost hunters and paranormal investigators from Colorado

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Our Cat General is copyrighted to surf4life. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=733
Girl in a Dress,United Kingdom,Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: Girl in a Dress

I have only just found out that my house in haunted. I can't believe I'm writing this down now. It feels like someone is watching me. My mum is at the hospital for depression. One day, my mum and my grandma and granddad came round for doctor who. When they left, I ran back upstairs to the bathroom and saw a little girl out the corner of my eye. I ran down crying and my grandma said ""you probably stared at your sister for a while and saw her again"". No one believes me and that makes me mad.

Well, my mum believes me I think, because she said that she saw that before when we moved into this house. I don't know if she's lying because parents do lie to stop you from being scared. It always feels cold upstairs now and my hairs at the back of my neck stick up. I can't talk about it upstairs and I'm very amazed that I'm typing it. At the moment, I'm sweating like mad trying to type this in real quick to get it over with. When I fell over by the bathroom (the same one where I saw it), I think the ghost did it, so I blamed it on the ghost. If you're wandering why falling over was a big deal, I had my baby sister who is 2 in my arms as well!

One morning, I thought that if I took a photo of it with my dad's phone it might be there and I would have proof. I was moving the camera around to get a perfect picture when a white thing ran past me from the shower. It seemed to be very shy and not a problem.

This week, me and my friends in the G.T.S ghost hunting club are going to try and take a photo of it.

Visit our web site it's not a dumb one: http://gtsonline.wetpaint.com . We desperately need more members!

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Girl in a Dress is copyrighted to jagz. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=734
The Hair Lady,United Kingdom,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Hair Lady

M y mum is a hairdresser but she only does it on the side of her usual job (working with my dad) for friends and family etc. When I was younger, my mum would do the hair of this little old lady who lived alone. Sometimes my mum would drag me and my sisters to this old lady's house while she cut her hair because there was no one to look after us.

Eventually this old lady died in her sleep at her house. Of course the house was sold. A few months after this, my mum went to our neighbors Body Shop Party. After awhile, all the women got talking and my mum realized that one of the women there had actually moved into the old lady's house. This women (Julie) revealed to my mum that she thought the house was haunted and poltergeist activity like plates being thrown, radios turned on and off were happening. Also, Julie's son said that an old lady would stand at the end of his bed at night. My mum asked julie to describe the ghost and it was an exact description of the old lady! My mum then told Julie that an old lady she knew had lived and died there.

This julie was so scared she eventually got someone from the local church to come bless or what ever it is they do to the house! After that everything stopped!

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Hair Lady is copyrighted to ErinT. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=735
The Headless Ghost Man,"Texas, United States",Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: The Headless Ghost Man

I 'm 20 years old as I write this story. What I am about to tell you happened to me and my brother when I was about 12 or 13 and he was 16 or 17. We had just moved into a house inside the city limits of our town and my brother and I would sit out on the front porch every night to talk.

One night, as we were both standing out there, we glanced towards the steps and looked right at each other with a scared look on our faces as we had both seen the same thing... What we saw was a man standing there, without a head, we knew it was a man because he was wearing a blue, long sleeved shirt and some blue jeans and his body was that of a man. When we looked at each other, he asked me if I had saw that and I said yea and he asked me what I saw and I told him a man with no head and I told him to describe what he was wearing, so I could believe that we had seen the same thing, and he described the man to me just as I had seen him. We ran inside and told our parents... who of course didn't believe us. But we were scared shiatless!

The following week I was in my room and had my windows open (during the day) and I saw a man pass by the window wearing the exact same clothes as the headless man and I ran outside, but since it was a quick glance, I didn't think of it being the headless man until I got outside and saw no one there. I thought it was my dad, but he was still at work.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Headless Ghost Man is copyrighted to JessicaC. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=736
Bad Workplace,United Kingdom,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Bad Workplace

I have recently changed jobs but before that happened, I was working at this place for about 3 and a half years. Now, I have heard a lot of stories about the building I worked in and they haven't been very nice, for instance, it used to be a farm run by a man who supposedly killed and tortured people, now I'm a bit of a skeptic when it comes to things like this, that was until about 6 months before I left, when two incidents happened I wish to never experience again.

I was walking through a hallway that leads into another room that we used for storage and it has two doors and the floor itself is tiled so it's easy to hear both the doors open and anyone who happens to walk across the room. This was at about 5pm, I heard what sounded like a man quietly talking to himself and then followed by very loud footsteps, bear in mind that I would have been able to hear the doors open, but there wasn't any sound of any doors before or after it happened.

The other incident I was walking through the same hallway, but this time I happened to see what looked like a tall dark outline of a person standing in the corner of a small room that links up to the hallway. I stopped and looked back into the room and I saw the figure still standing there but without any legs. Now I have heard stories that ghosts are not there to hurt people but this was a different case, the figure that I was staring at suddenly rushed towards me, followed by a faint but harrowing sound of someone screaming like they are in horrible pain.

Skepticism is no longer an issue for me as this was an experience I never wish to encounter ever again.

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Bad Workplace is copyrighted to paul sweeney. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=737
Second Floor Haunting,"Maryland, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Second Floor Haunting

T his isn't exactly a story, but I need comments and opinions on this. In my upstairs hallway, you always hear creaking footsteps (more than the ones from a normal person) even when you're the only one in the house. You also could swear that you feel someone watching you from it. As I type this, I feel it (the computer room from the hallway). I myself have seen a few things but I'm only able to see it from the corner of my eye. If I look straight on the shadow, either it completely disappears or I see a faint aura kind of thing just without the person in the middle of it.

Sometimes you hear faint tapping, scrapping, or, breathing. I'll also sense it in my room as I try to sleep... Or do anything really. I can also tell it's close because I can't breath or move right, like I'm frozen or something. It usually happens when the lights are out in my room or the hallway. As I'm unable to move, I can half see where it is but I usually can only sense it.

Is it possible that my family brought it here? Or that we created it ourselves? I think there may be two of them, one is in my bedroom, it's only been bothering me... I don't have any old or antique stuff in there.

Find ghost hunters and paranormal investigators from Maryland

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Second Floor Haunting is copyrighted to lovable_outcast. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=739
Windy,"Mississippi, United States",Haunted Places,"M y name is Lexi. I live in a small town in George County Mississippi. When I tell about Windy to my friends and family, they laugh, like I'm joking. I'm not joking or making this up. My story 100% true. Windy is the ghost that lives in my house. I don't know what her real name is, but I feel like she's a female, and she tends to get angry when I call her ""the ghost"". She's not mean or harmful, just mischievous.

One time, I was talking to my mom on the phone. I got mad at her and threw the phone at my bed. I went and sat by my dresser, which is a few feet away from my door. My bed is a few feet away from the dresser. When I sit in that spot, I can see everybody that comes in, but they can't see me. I was just sitting there, thinking to myself when my dad walked in. He asked me where the phone was because he wanted to use it. I told him it was on my bed. We looked and looked but we couldn't find it. When I finally found it, it was on the charger in the kitchen. I didn't put it there, and nobody had entered my room.

Things like this happen all the time. My things will go missing, but then reappear in different places.

The email address that was submitted with this story was invalid and we could not reach the author. If you are the author, please write us back so we can correct this information.

Find ghost hunters and paranormal investigators from Mississippi

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Windy is copyrighted to Lexi. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=743
